PetID,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood,good_with_children,good_with_other_pets,activity_level,noise_level,grooming_needs,space_required,temperament,estimated_cost
520,Rabbit,Rabbit,125,Brown,Small,29.502943417807195,1,0,56,90,0,0,No,No,High,Low,Low,Medium,Friendly,14091
521,Cat,Persian,58,Orange,Large,16.557641344465722,0,0,64,423,1,0,Yes,No,Low,Medium,Medium,Small,Aggressive,8634
522,Dog,Labrador,3,Gray,Large,15.57627335301635,1,0,50,369,1,1,No,No,Medium,Medium,Low,Medium,Playful,3931
523,Dog,Golden Retriever,86,White,Small,8.475576157915746,1,0,30,405,0,0,No,Yes,Medium,Medium,Medium,Medium,Protective,9308
524,Bird,Parakeet,70,Orange,Large,21.3395432490028,1,0,22,413,0,0,No,Yes,Medium,High,Low,Small,Calm,5939
525,Bird,Parakeet,130,Gray,Small,1.4168156015555518,1,0,25,189,0,0,No,Yes,Low,Medium,Low,Small,Friendly,3126
526,Cat,Persian,172,Orange,Large,2.4358662613665123,1,0,28,72,0,0,No,No,Low,High,Low,Medium,Playful,13489
527,Rabbit,Rabbit,2,Black,Large,18.38139902693828,1,1,84,172,0,0,No,Yes,Medium,Medium,Low,Large,Aggressive,8021
528,Rabbit,Rabbit,102,Black,Medium,10.90856264073517,0,0,39,34,0,0,No,No,Low,Medium,Medium,Small,Calm,14862
529,Rabbit,Rabbit,35,Brown,Large,28.646174793827857,0,1,67,209,0,0,No,No,Medium,Low,High,Medium,Friendly,8437
530,Bird,Parakeet,98,Brown,Medium,27.192530030960786,1,0,5,297,0,1,Yes,Yes,Low,Medium,Low,Medium,Protective,9039
531,Cat,Persian,30,Black,Large,21.69748150162451,1,1,65,132,0,0,Yes,No,High,Medium,Medium,Large,Calm,7373
532,Bird,Parakeet,116,Orange,Small,24.72622185270624,1,0,15,282,1,0,No,Yes,High,Low,Medium,Small,Calm,3203
533,Cat,Siamese,8,Black,Small,20.352623640363102,1,0,67,197,0,1,No,Yes,Medium,High,Low,Medium,Playful,6135
534,Rabbit,Rabbit,150,Brown,Large,4.64188097859466,1,0,40,445,0,0,No,Yes,Low,High,High,Large,Friendly,13964
535,Bird,Parakeet,44,Black,Large,23.20075772098688,0,0,69,31,1,0,Yes,Yes,Low,Medium,Low,Medium,Playful,10711
536,Rabbit,Rabbit,36,Black,Small,7.095567092846545,1,0,77,135,1,0,No,Yes,High,High,Medium,Small,Playful,9904
537,Rabbit,Rabbit,77,Orange,Large,10.379842797905706,0,0,43,247,0,0,Yes,No,High,Medium,High,Large,Aggressive,4283
538,Dog,Golden Retriever,31,Gray,Medium,24.757792150970182,1,0,1,358,0,1,Yes,No,Low,Low,Medium,Medium,Protective,6558
539,Dog,Golden Retriever,47,Brown,Medium,16.55924264341,0,0,22,340,1,0,Yes,No,Low,Low,Low,Large,Calm,7347
540,Bird,Parakeet,55,Orange,Medium,25.938280711318868,1,0,62,145,0,1,Yes,Yes,Low,Medium,High,Small,Friendly,9867
541,Dog,Labrador,106,Black,Medium,7.1780242754546615,0,0,79,333,1,1,Yes,Yes,Low,Low,Medium,Large,Protective,7944
542,Bird,Parakeet,158,Black,Medium,18.62557471959973,1,0,26,142,0,1,No,Yes,Low,Low,Medium,Small,Protective,10674
543,Cat,Persian,121,Gray,Large,3.429938203899587,1,1,18,233,0,0,No,No,Low,Medium,Medium,Medium,Friendly,4477
544,Dog,Poodle,55,Brown,Large,19.64876881266086,1,0,48,409,0,0,No,Yes,Medium,Medium,Low,Small,Protective,5093
545,Cat,Persian,144,Brown,Medium,23.11348709549051,1,0,9,436,1,1,No,No,Low,Low,High,Medium,Aggressive,10534
546,Dog,Poodle,12,White,Large,17.962995925382927,1,1,1,43,1,0,No,No,High,High,Low,Medium,Protective,9207
547,Dog,Poodle,145,Brown,Large,8.720713543465497,1,0,9,31,0,0,Yes,Yes,Medium,High,Low,Small,Aggressive,11654
548,Rabbit,Rabbit,144,Gray,Medium,1.9089373969071348,1,0,23,230,0,1,No,Yes,Low,Medium,Low,Medium,Calm,11394
549,Rabbit,Rabbit,140,White,Large,4.464017634964288,0,0,45,27,0,0,No,No,High,Medium,High,Large,Calm,11813
550,Bird,Parakeet,136,White,Large,19.04678639314676,1,0,2,422,0,0,Yes,Yes,Medium,High,Low,Medium,Playful,12590
551,Rabbit,Rabbit,3,Black,Large,28.0981862884329,0,0,14,490,1,0,No,No,High,Low,Low,Small,Aggressive,13788
552,Bird,Parakeet,144,Black,Medium,6.989497715188185,0,0,38,159,0,0,Yes,Yes,Low,High,Low,Large,Calm,8227
553,Rabbit,Rabbit,30,Brown,Large,22.315758324047863,1,0,40,332,1,0,No,Yes,Low,High,Low,Large,Protective,5535
554,Dog,Golden Retriever,23,White,Small,26.127080834222205,1,0,63,206,0,1,Yes,No,Low,High,Medium,Medium,Friendly,13069
555,Bird,Parakeet,92,Black,Small,16.10558317497782,1,0,82,17,1,0,No,Yes,Low,High,Low,Medium,Friendly,9004
556,Cat,Siamese,115,Gray,Medium,20.408708079466077,1,1,16,102,1,0,No,No,Medium,Medium,Medium,Small,Aggressive,12582
557,Rabbit,Rabbit,104,Black,Small,24.635444183608296,0,0,75,69,0,0,Yes,Yes,Medium,Medium,Low,Large,Playful,13543
558,Cat,Persian,118,Black,Medium,8.559579574477214,0,1,6,118,0,0,Yes,No,High,Low,High,Small,Protective,4913
559,Rabbit,Rabbit,5,White,Small,9.609974553773249,1,1,3,138,0,0,Yes,No,Low,Low,Medium,Medium,Aggressive,11381
560,Cat,Persian,104,White,Small,1.018197982225229,1,0,14,159,0,0,Yes,Yes,High,Low,Medium,Large,Friendly,4340
561,Cat,Persian,108,Orange,Small,28.929729796036277,0,0,66,231,0,0,Yes,No,Medium,Low,Medium,Small,Aggressive,13772
562,Cat,Persian,65,Gray,Medium,27.608801943294,1,0,75,147,0,1,Yes,Yes,Low,High,Medium,Small,Protective,11795
563,Cat,Siamese,121,White,Medium,23.17247964902348,1,1,86,352,1,0,Yes,Yes,Low,Medium,High,Small,Calm,13489
564,Bird,Parakeet,30,Brown,Large,3.2932046083227955,1,0,67,423,0,0,Yes,Yes,Medium,Medium,Low,Small,Protective,7289
565,Cat,Persian,149,Gray,Medium,13.977583801285736,1,1,31,391,1,0,No,No,Medium,Low,Medium,Small,Calm,2597
566,Rabbit,Rabbit,84,Gray,Small,3.954860865175032,1,0,33,242,1,0,No,No,Medium,Low,High,Large,Calm,10836
567,Cat,Persian,150,White,Small,1.4616877506211594,1,0,88,34,1,0,Yes,Yes,Medium,High,Medium,Small,Calm,14735
568,Cat,Persian,32,Gray,Medium,18.869305991165323,0,0,1,324,0,0,No,Yes,Medium,High,Low,Large,Aggressive,9145
569,Cat,Siamese,161,White,Medium,28.864053095325463,1,0,44,381,0,1,No,No,Low,Low,Medium,Small,Friendly,4902
570,Rabbit,Rabbit,16,Black,Medium,27.183172679532355,1,0,15,354,0,1,No,Yes,Medium,Medium,High,Medium,Aggressive,8645
571,Bird,Parakeet,38,Orange,Large,21.205889633126727,0,0,37,238,0,0,No,Yes,Low,Medium,Low,Medium,Friendly,10955
572,Rabbit,Rabbit,142,Black,Small,3.8025769407812713,1,0,27,333,0,0,Yes,No,Low,Medium,High,Small,Protective,9694
573,Cat,Siamese,36,White,Large,8.950757092496705,1,0,48,148,1,0,No,Yes,Medium,Low,Low,Medium,Playful,6830
574,Rabbit,Rabbit,151,White,Large,10.28164507967344,1,1,27,110,0,0,Yes,No,Medium,Medium,Low,Large,Protective,9546
575,Dog,Poodle,114,Black,Small,23.131351674621275,0,1,12,407,0,0,No,Yes,Low,High,Low,Small,Aggressive,9368
576,Rabbit,Rabbit,66,Brown,Small,24.265226197818308,1,0,67,16,1,0,No,No,Medium,High,Medium,Large,Aggressive,11834
577,Dog,Labrador,105,Brown,Medium,12.168077566707693,1,0,30,401,0,1,No,Yes,Medium,Low,High,Small,Friendly,12489
578,Cat,Siamese,85,Brown,Medium,13.11863590191068,0,0,87,225,0,0,Yes,Yes,Medium,High,High,Medium,Aggressive,14888
579,Dog,Poodle,2,White,Large,2.2907621390089687,1,0,66,139,1,1,No,No,High,Low,High,Large,Calm,12364
580,Dog,Labrador,75,Gray,Medium,9.384964834144068,1,0,7,143,0,1,Yes,Yes,Low,Medium,Low,Medium,Aggressive,4160
581,Dog,Labrador,67,White,Medium,14.087270138151558,1,0,34,259,0,1,No,No,High,Medium,Medium,Medium,Friendly,7878
582,Bird,Parakeet,151,Gray,Small,4.39250834517247,0,1,32,216,0,0,Yes,Yes,Medium,Medium,Low,Small,Friendly,9663
583,Dog,Labrador,154,Black,Small,14.144756361895618,1,1,39,161,1,0,No,No,High,High,High,Large,Calm,5749
584,Dog,Golden Retriever,55,Orange,Medium,25.74209855547621,1,0,43,91,0,1,Yes,No,Medium,Low,Medium,Medium,Friendly,4922
585,Dog,Labrador,6,Gray,Small,17.858309572026545,1,0,43,173,0,1,Yes,No,High,Medium,Medium,Small,Playful,8486
586,Rabbit,Rabbit,163,Brown,Medium,3.288965796113957,1,0,78,330,0,1,No,No,Medium,Low,Medium,Small,Protective,10112
587,Rabbit,Rabbit,150,White,Small,6.558468246077956,1,0,3,204,0,0,Yes,Yes,High,Medium,High,Small,Aggressive,10771
588,Rabbit,Rabbit,171,Black,Small,14.76178615459813,0,0,46,414,0,0,No,Yes,High,High,Medium,Medium,Playful,5804
589,Bird,Parakeet,143,Brown,Small,11.48312734483255,1,0,32,152,0,0,No,No,High,High,Medium,Small,Aggressive,6878
590,Bird,Parakeet,86,Black,Small,11.403083566836864,1,0,43,102,0,0,No,No,Low,Low,Low,Large,Playful,4368
591,Bird,Parakeet,60,Orange,Medium,16.348755996164115,1,1,81,201,0,0,No,No,High,High,Low,Large,Aggressive,10093
592,Dog,Golden Retriever,101,White,Large,17.947481726094264,0,0,3,279,0,0,No,Yes,Low,High,Medium,Medium,Calm,5932
593,Bird,Parakeet,12,White,Small,24.10898553800954,1,1,74,64,0,0,No,Yes,Medium,Low,Medium,Large,Friendly,14819
594,Dog,Golden Retriever,49,Orange,Medium,10.888030340412056,1,1,63,116,0,0,No,Yes,High,Medium,Low,Small,Friendly,13552
595,Dog,Poodle,42,White,Medium,24.358522208177018,1,1,40,152,0,0,No,Yes,Medium,High,Low,Medium,Calm,7608
596,Bird,Parakeet,166,Gray,Small,10.819725644266343,0,0,18,155,0,0,No,No,Medium,Low,Low,Small,Playful,8635
597,Cat,Siamese,82,Black,Large,2.607556679295781,0,0,67,163,1,0,No,No,High,High,High,Medium,Protective,14899
598,Rabbit,Rabbit,173,Brown,Small,17.071441879138945,0,0,62,81,1,0,No,No,Low,High,High,Medium,Playful,8395
599,Bird,Parakeet,35,Orange,Medium,18.049167421949623,1,0,10,5,0,1,Yes,Yes,High,High,Low,Small,Friendly,8101
600,Dog,Poodle,158,Gray,Large,28.101667123033945,0,0,52,321,0,0,Yes,Yes,Medium,High,Medium,Large,Protective,11292
601,Dog,Golden Retriever,158,Brown,Medium,22.05577845581176,0,0,73,66,0,0,No,Yes,Medium,Low,Low,Large,Aggressive,11862
602,Bird,Parakeet,134,Brown,Small,27.615406922338742,0,0,46,237,0,0,No,No,High,Low,High,Medium,Protective,7531
603,Cat,Persian,67,Orange,Large,27.34206909704728,1,0,55,71,0,0,No,No,Low,Low,Medium,Small,Playful,12412
604,Dog,Golden Retriever,80,Gray,Medium,18.53264919748902,0,1,46,94,0,0,No,Yes,Low,High,High,Small,Calm,6970
605,Rabbit,Rabbit,7,Brown,Medium,16.305099894756978,1,0,75,303,1,1,No,No,Medium,High,Medium,Medium,Aggressive,8344
606,Rabbit,Rabbit,14,Brown,Medium,17.165788047744396,0,0,60,466,0,1,No,Yes,Medium,High,High,Large,Playful,10408
607,Cat,Siamese,73,Gray,Small,29.371593422640185,1,0,26,497,0,0,No,Yes,Low,Low,Medium,Small,Aggressive,2375
608,Bird,Parakeet,143,White,Large,23.421863060661806,1,0,27,325,1,0,No,No,High,High,Medium,Large,Protective,9887
609,Dog,Golden Retriever,149,Brown,Small,4.081711238979479,1,0,38,77,0,0,Yes,Yes,Medium,Medium,Medium,Large,Friendly,3609
610,Dog,Golden Retriever,163,Black,Small,23.5744237966606,1,0,22,66,0,0,No,No,Low,High,Medium,Medium,Playful,14298
611,Cat,Siamese,66,Gray,Small,5.945603418048551,1,0,26,175,1,0,Yes,Yes,Medium,Medium,High,Medium,Calm,14031
612,Dog,Labrador,91,Brown,Large,13.973165921163144,1,0,86,320,1,1,No,No,High,High,High,Large,Protective,4939
613,Cat,Siamese,130,Orange,Small,7.103330493119494,1,0,69,171,1,0,No,No,Low,Low,Medium,Small,Playful,6062
614,Bird,Parakeet,163,Black,Small,20.997908900463663,1,0,35,477,0,0,Yes,No,Medium,High,Medium,Small,Calm,3613
615,Cat,Siamese,20,Brown,Small,26.441982349598035,1,0,66,254,0,1,No,Yes,High,Medium,High,Medium,Playful,8578
616,Bird,Parakeet,10,Black,Small,9.420494675633748,1,0,73,62,1,1,Yes,Yes,Medium,Medium,Medium,Large,Protective,9851
617,Dog,Golden Retriever,25,Black,Medium,3.3783114950374413,1,0,51,301,0,1,No,No,High,High,Medium,Small,Playful,5679
618,Bird,Parakeet,25,White,Small,9.656299844173937,1,1,18,402,1,0,No,No,High,Medium,Medium,Small,Aggressive,9540
619,Cat,Persian,54,Black,Medium,20.49849388003364,1,1,43,245,0,0,Yes,Yes,Low,Medium,Low,Medium,Protective,11488
620,Rabbit,Rabbit,33,White,Small,10.534043699079048,0,0,12,191,0,0,No,Yes,High,Low,Medium,Large,Playful,9074
621,Dog,Golden Retriever,164,Gray,Large,9.0652528590603,0,0,3,466,1,0,Yes,Yes,Medium,High,Low,Small,Friendly,5996
622,Bird,Parakeet,95,White,Medium,6.348620526943684,1,0,82,328,0,1,No,No,High,High,Medium,Medium,Playful,6786
623,Rabbit,Rabbit,14,Orange,Medium,15.427976379358572,0,0,7,70,0,1,Yes,Yes,High,High,High,Small,Aggressive,7695
624,Bird,Parakeet,65,Brown,Medium,9.00251601655844,1,0,6,365,0,1,Yes,Yes,Low,Medium,Low,Small,Calm,11347
625,Dog,Labrador,110,Gray,Medium,22.19930012504501,0,0,82,228,0,1,No,No,High,High,Low,Small,Calm,8998
626,Rabbit,Rabbit,80,Gray,Large,3.222049657773878,1,0,45,433,0,0,No,Yes,High,High,Medium,Medium,Calm,4366
627,Rabbit,Rabbit,54,Orange,Small,20.25695796022821,1,0,86,62,0,0,Yes,Yes,Medium,Low,Medium,Large,Friendly,13083
628,Cat,Siamese,125,White,Medium,7.889240422465326,1,0,39,296,0,1,No,Yes,Low,Low,Low,Medium,Aggressive,12164
629,Bird,Parakeet,131,Brown,Large,15.18909857049649,1,0,51,244,1,0,No,No,Low,Low,High,Large,Protective,8764
630,Bird,Parakeet,169,White,Medium,9.296607738906555,0,0,9,6,0,0,No,No,Low,Medium,High,Small,Calm,10976
631,Dog,Golden Retriever,134,Black,Small,21.960291604313078,0,0,23,392,1,0,Yes,No,High,High,Medium,Large,Aggressive,14684
632,Bird,Parakeet,25,White,Medium,28.413904167297463,1,0,12,259,0,1,Yes,No,Low,Low,High,Small,Playful,11273
633,Dog,Labrador,141,Gray,Large,27.595226604624585,1,0,88,88,0,1,Yes,No,High,Low,High,Small,Friendly,12225
634,Rabbit,Rabbit,117,Brown,Small,17.91936023917864,1,0,62,176,0,0,Yes,No,High,Low,Medium,Medium,Aggressive,3614
635,Bird,Parakeet,136,White,Large,14.415698794452371,1,0,73,203,1,0,Yes,No,Medium,High,High,Small,Aggressive,6555
636,Bird,Parakeet,149,Brown,Small,24.730714773742072,1,0,77,133,1,0,Yes,Yes,Medium,High,Medium,Medium,Protective,4416
637,Bird,Parakeet,25,Brown,Small,20.816464516204167,1,0,40,81,1,0,Yes,Yes,Medium,High,Low,Large,Aggressive,9288
638,Cat,Persian,79,Black,Small,6.323359312291053,1,0,54,487,0,0,Yes,No,Medium,Medium,Medium,Large,Protective,8862
639,Cat,Persian,68,Black,Medium,24.806657194777006,0,0,81,20,0,0,Yes,Yes,Medium,Medium,Low,Small,Friendly,14833
640,Dog,Poodle,173,Gray,Large,13.437647292446597,1,0,7,398,1,0,No,Yes,High,Low,Low,Medium,Friendly,5653
641,Dog,Labrador,12,Orange,Large,6.480584139164078,1,0,17,127,1,1,Yes,No,High,High,High,Small,Playful,8639
642,Cat,Persian,32,Brown,Large,9.17212316149828,0,1,50,194,1,0,No,Yes,Low,Low,High,Medium,Protective,2496
643,Rabbit,Rabbit,128,Orange,Small,8.758283877201928,1,1,24,193,0,0,No,Yes,High,High,High,Medium,Protective,2504
644,Rabbit,Rabbit,96,Gray,Medium,16.057002263500344,0,0,2,183,1,0,No,Yes,High,High,Medium,Medium,Calm,9699
645,Rabbit,Rabbit,92,Brown,Small,7.79673262965839,1,1,83,246,0,0,Yes,Yes,Medium,High,High,Large,Calm,13578
646,Rabbit,Rabbit,141,Brown,Large,4.583428134645709,1,0,33,360,0,0,Yes,Yes,High,Medium,Low,Medium,Playful,12400
647,Cat,Persian,31,Orange,Medium,4.587034667799061,1,0,21,359,0,1,Yes,No,Medium,Medium,High,Large,Friendly,7733
648,Bird,Parakeet,78,White,Medium,17.9150097170338,1,0,74,323,0,1,Yes,No,Low,High,High,Medium,Calm,10055
649,Rabbit,Rabbit,20,Black,Medium,22.30801937663198,1,1,53,159,1,1,No,No,Low,Low,Medium,Large,Aggressive,5216
650,Cat,Siamese,146,White,Large,10.324457256311884,1,0,46,193,1,0,Yes,Yes,High,High,Medium,Large,Friendly,7688
651,Rabbit,Rabbit,60,Orange,Medium,2.004870584606495,1,1,45,109,1,0,Yes,No,Low,High,Low,Large,Aggressive,13858
652,Dog,Golden Retriever,134,Black,Medium,4.689521721173311,1,0,9,412,0,1,Yes,Yes,High,Low,Medium,Small,Protective,11600
653,Cat,Siamese,160,White,Small,27.52614224977465,1,0,6,65,0,0,Yes,Yes,Low,High,High,Medium,Friendly,6364
654,Dog,Labrador,93,Black,Small,15.312766128094138,1,0,51,417,1,1,Yes,Yes,Medium,Low,Medium,Small,Playful,14269
655,Bird,Parakeet,43,Brown,Medium,14.153611478840068,0,0,35,253,0,0,No,Yes,Medium,Medium,Low,Medium,Protective,8042
656,Cat,Siamese,130,White,Medium,2.1034261709926367,1,0,82,282,1,1,Yes,No,Medium,Medium,High,Medium,Protective,3477
657,Rabbit,Rabbit,60,Black,Small,22.130473647190072,0,0,53,59,0,0,No,No,Medium,Low,Low,Small,Aggressive,6960
658,Dog,Labrador,151,Black,Small,16.31397434703029,0,0,19,117,0,0,Yes,Yes,High,Medium,Medium,Large,Protective,4397
659,Bird,Parakeet,31,Black,Small,6.860347146509103,1,0,69,422,0,0,No,No,Low,Medium,Medium,Medium,Calm,10301
660,Bird,Parakeet,5,White,Large,4.192139045250658,0,0,25,43,1,0,Yes,Yes,High,Low,Low,Large,Friendly,13746
661,Cat,Persian,162,Gray,Large,12.118248045327956,1,1,11,485,0,0,Yes,No,Medium,Medium,High,Small,Calm,10841
662,Bird,Parakeet,10,White,Small,25.277696961655742,1,0,74,209,0,1,No,No,High,High,Medium,Large,Aggressive,8194
663,Dog,Poodle,89,Orange,Medium,26.09354221682971,1,0,17,35,1,1,No,Yes,Low,High,Medium,Medium,Aggressive,9570
664,Dog,Labrador,130,White,Small,18.482545031473457,1,0,36,18,0,1,No,No,High,Low,High,Medium,Friendly,9730
665,Bird,Parakeet,126,Black,Large,22.098556389674137,1,0,21,90,1,0,Yes,Yes,Low,Medium,Medium,Medium,Protective,3499
666,Cat,Persian,11,Brown,Medium,4.339517834683241,0,1,18,300,0,0,No,No,High,High,Low,Small,Playful,9235
667,Rabbit,Rabbit,178,White,Large,18.05565589856779,1,1,60,211,0,0,Yes,Yes,Low,High,Medium,Medium,Aggressive,2595
668,Bird,Parakeet,159,White,Medium,20.342005401128272,1,0,18,404,1,1,Yes,Yes,Low,Medium,Medium,Small,Friendly,2978
669,Bird,Parakeet,56,Black,Large,6.820672444499974,1,0,1,406,0,0,No,No,Medium,Medium,High,Large,Playful,2730
670,Cat,Persian,83,Brown,Medium,26.52448725439751,1,1,14,221,0,0,No,No,Low,High,Low,Medium,Protective,2056
671,Rabbit,Rabbit,137,Brown,Medium,6.654905388109573,1,1,8,216,0,0,Yes,Yes,Medium,High,High,Medium,Aggressive,4243
672,Rabbit,Rabbit,99,Orange,Medium,10.090843435547065,1,1,66,222,0,0,Yes,No,Medium,Low,Medium,Medium,Friendly,7879
673,Dog,Labrador,149,White,Medium,18.9961485636803,1,1,51,410,0,1,No,No,Medium,Low,Medium,Large,Friendly,3701
674,Cat,Siamese,73,Brown,Large,19.51215188879119,0,0,79,97,0,0,No,Yes,High,High,High,Medium,Friendly,9229
675,Cat,Persian,156,Brown,Large,21.28215748863365,1,0,60,455,1,0,No,Yes,High,Low,High,Small,Aggressive,3286
676,Rabbit,Rabbit,115,Gray,Medium,4.248339678977965,1,0,34,18,1,1,Yes,No,High,High,High,Large,Playful,10303
677,Cat,Siamese,7,Gray,Medium,25.634468467928105,0,0,36,296,0,1,Yes,Yes,High,High,Low,Large,Friendly,14998
678,Cat,Siamese,80,Brown,Large,16.452566836214537,1,0,62,25,0,0,Yes,Yes,Low,Low,Medium,Large,Protective,11393
679,Dog,Labrador,144,Orange,Medium,14.668332029046985,1,0,1,27,0,1,Yes,Yes,Low,Low,High,Large,Friendly,2947
680,Dog,Labrador,97,Brown,Medium,29.451831110891774,1,0,85,63,0,1,Yes,No,High,Medium,Medium,Large,Playful,6121
681,Bird,Parakeet,4,Black,Medium,22.470970611289573,0,0,42,323,0,1,Yes,No,Low,Medium,Low,Small,Aggressive,8553
682,Dog,Poodle,4,White,Small,4.422174771961871,1,0,1,222,0,1,No,Yes,Low,Medium,Low,Large,Friendly,2757
683,Cat,Persian,103,Orange,Medium,22.93963584956098,0,0,84,79,0,0,Yes,No,Medium,High,Low,Medium,Friendly,13580
684,Cat,Siamese,40,Black,Small,3.762219085213215,1,0,54,50,0,0,Yes,Yes,Medium,Low,Low,Large,Protective,7651
685,Dog,Labrador,17,Orange,Medium,1.7966463128765606,0,1,47,457,0,1,Yes,No,Medium,High,Medium,Large,Protective,9273
686,Dog,Golden Retriever,101,Black,Large,12.705150962827016,1,1,39,101,1,0,No,Yes,Medium,Low,Low,Large,Friendly,12033
687,Cat,Persian,103,White,Small,29.813767011757346,1,0,30,175,1,0,Yes,Yes,Low,High,Low,Large,Friendly,5535
688,Dog,Poodle,124,White,Small,6.071634149651016,1,0,7,9,0,0,Yes,No,High,Medium,High,Large,Protective,4293
689,Rabbit,Rabbit,52,Gray,Medium,20.50668596227691,0,0,22,236,1,0,No,Yes,Low,Medium,Low,Small,Playful,3104
690,Cat,Persian,52,Black,Medium,6.028485919977461,1,0,50,456,0,1,Yes,No,Low,Medium,High,Small,Calm,10853
691,Bird,Parakeet,164,Gray,Small,22.018822273793194,1,0,45,422,1,0,Yes,No,Low,High,Low,Large,Calm,2908
692,Rabbit,Rabbit,124,Black,Large,15.655256378896958,1,0,74,99,0,0,Yes,Yes,Medium,Low,Low,Small,Friendly,8539
693,Bird,Parakeet,166,Gray,Large,20.719179592591917,1,1,72,498,1,0,Yes,Yes,Medium,Low,High,Medium,Protective,6617
694,Bird,Parakeet,178,White,Medium,6.883322101512803,1,0,10,377,0,1,Yes,No,Medium,Medium,Low,Large,Aggressive,12048
695,Rabbit,Rabbit,63,Orange,Large,22.62322164309456,1,0,14,227,0,0,No,Yes,High,Medium,Medium,Medium,Aggressive,9069
696,Bird,Parakeet,116,Gray,Large,29.872952729058493,0,0,46,402,0,0,No,Yes,Low,Medium,Medium,Medium,Calm,4311
697,Dog,Golden Retriever,62,Black,Medium,20.30386451815283,0,0,75,63,0,0,No,Yes,High,Medium,Low,Large,Playful,2789
698,Cat,Persian,7,Black,Large,15.310919944113452,1,0,6,379,0,1,Yes,Yes,Medium,Low,Medium,Medium,Calm,2171
699,Dog,Poodle,155,White,Medium,27.77204566995868,0,1,21,18,0,0,Yes,Yes,High,High,High,Medium,Friendly,14552
700,Cat,Persian,92,Black,Small,1.4597034247244127,1,0,62,331,1,0,Yes,No,Low,High,Low,Medium,Playful,12178
701,Bird,Parakeet,14,Brown,Medium,22.16778205928881,1,0,19,317,0,1,No,No,Low,High,Low,Large,Aggressive,9989
702,Bird,Parakeet,86,Orange,Small,26.773648987600573,1,0,88,140,0,0,Yes,Yes,Medium,High,High,Large,Protective,3885
703,Rabbit,Rabbit,133,Gray,Small,2.788562925007766,0,0,82,24,0,0,Yes,Yes,Medium,Medium,High,Medium,Protective,10667
